000184-2011,bg,false,7,3,2,AwardedTo,HMF Holzland Metallbau und Fassaden GmbH,,,"Lindenstr. 3, 04626, Göllnitz, ГЕРМАНИЯ",Lindenstr. 3,04626,Göllnitz,ГЕРМАНИЯ,"info@homefa.de",+49.3449570044,+49.3449570046,http://www.homefa.de
000185-2011,bg,false,7,3,1,ContractingAuthority,Hoogheemraadschap van Schieland en de Krimpenerwaard,mevrouw M.Loos,Maasboulevard 123 te Rotterdam,"Postbus 4059, 3006 AB, Rotterdam, НИДЕРЛАНДИЯ",Postbus 4059,3006 AB,Rotterdam,НИДЕРЛАНДИЯ,"inkoop_aanbesteden@hhsk.nl",,,
000185-2011,bg,false,7,3,2,AwardedTo,Combinatie Boskalis BV/ Vander Herik / Volker Staal Funderingen,,,"Postbus 4234, 3006 AE, Rotterdam, НИДЕРЛАНДИЯ",Postbus 4234,3006 AE,Rotterdam,НИДЕРЛАНДИЯ,"",,,
000186-2011,bg,false,7,3,1,ContractingAuthority,Staatliches Bauamt Schweinfurt,Frau Knapp,,"Mainberger Straße 14, 97422, Schweinfurt, ГЕРМАНИЯ",Mainberger Straße 14,97422,Schweinfurt,ГЕРМАНИЯ,"vergabestelle@stbasw.bayern.de",+49.9721203 +49.9721313,+49.9721203 +49.9721380,http://www.stbasw.bayern.de/
000186-2011,bg,false,7,3,2,AwardedTo,Schandert GmbH,,,"Mönchenstraße 24, 14913, Jüterbog, ГЕРМАНИЯ",Mönchenstraße 24,14913,Jüterbog,ГЕРМАНИЯ,"schandert.gmbh@t-online.de",+49.33724178 +49.33724170,+49.33724178 +49.33724119,www.schandert.com
000187-2011,bg,false,7,6,1,ContractingAuthority,Město Žatec,Václav Krejcar,,"nám. Svobody 1, 438 24, Žatec, ЧЕШКА РЕПУБЛИКА",nám. Svobody 1,438 24,Žatec,ЧЕШКА РЕПУБЛИКА,"krejcar@mesto-zatec.cz",+420.415736264,+420.415736148,http://www.mesto-zatec.cz/
000187-2011,bg,false,7,6,2,AwardedTo,MUZA 47960/2010,,,"Na Vrátku 1245, 434 01, Most, ЧЕШКА РЕПУБЛИКА",Na Vrátku 1245,434 01,Most,ЧЕШКА РЕПУБЛИКА,"",,,
000188-2011,bg,false,7,8,1,ContractingAuthority,Berufsgenossenschaftliches Universitätsklinikum Bergmannsheil GmbH,,,"Bürkle-de-la-Camp-Platz 1, 44789, Bochum, ГЕРМАНИЯ",Bürkle-de-la-Camp-Platz 1,44789,Bochum,ГЕРМАНИЯ,"",,,http://www.bergmannsheil.de/
000188-2011,bg,false,7,8,2,AwardedTo,hw Wenisch Haustechnik GmbH & Co. KG,,,"Bachstraße 6 a, 89407, Dillingen / Hausen, ГЕРМАНИЯ",Bachstraße 6 a,89407,Dillingen / Hausen,ГЕРМАНИЯ,"",,,
000189-2011,bg,false,7,8,1,ContractingAuthority,Berufsgenossenschaftliches Universitätsklinikum Bergmannsheil GmbH,,,"Bürkle-de-la-Camp-Platz 1, 44789, Bochum, ГЕРМАНИЯ",Bürkle-de-la-Camp-Platz 1,44789,Bochum,ГЕРМАНИЯ,"",,,http://www.bergmannsheil.de/
000189-2011,bg,false,7,8,2,AwardedTo,K & S Blitzschutz GmbH,,,"Hansastraße 72 c, 59425, Unna, ГЕРМАНИЯ",Hansastraße 72 c,59425,Unna,ГЕРМАНИЯ,"",,,
000190-2011,bg,false,7,8,1,ContractingAuthority,PGL LP Nadleśnictwo Piwniczna,mgr inż. Andrzej Myśliwiec,,"Zagrody 32, 33-350, Piwniczna Zdrój, ПОЛША",Zagrody 32,33-350,Piwniczna Zdrój,ПОЛША,"piwniczna@krakow.lasy.gov.pl",+48.184464026,+48.184464194,http://piwniczna.krakow.lasy.gov.pl/
000190-2011,bg,false,7,8,2,AwardedTo,FHU Bigos Wacław Żywczak,,,"Łomnica - Zdrój 234, 33-351, Łomnica Zdrój, ПОЛША",Łomnica - Zdrój 234,33-351,Łomnica Zdrój,ПОЛША,"",,,
000191-2011,bg,false,7,3,1,ContractingAuthority,Gmina Miasto Szczecin Biuro ds. Zamówien Publicznych Urzędu Miasta Szczecin,,,"pl. Armii Krajowej 1, 70-456, Szczecin, ПОЛША",pl. Armii Krajowej 1,70-456,Szczecin,ПОЛША,"ejasiak@um.szczecin.pl",+48.914245355,+48.914245104,http://www.um.szczecin.pl/
000191-2011,bg,false,7,3,2,AwardedTo,Navimor - Invest Sp. z o.o.,,,"ul. Grunwaldzka 212, 80-266, Gdańsk, ПОЛША",ul. Grunwaldzka 212,80-266,Gdańsk,ПОЛША,"",,,
000192-2011,bg,false,7,3,1,ContractingAuthority,Senatsverwaltung für Stadtentwicklung,Hrn. Tenschert,V P 30-1,"Württembergische Str. 6, 10707, Berlin, ГЕРМАНИЯ",Württembergische Str. 6,10707,Berlin,ГЕРМАНИЯ,"bernhard.tenschert@senstadt.berlin.de",+49.3090139 +49.3093280,+49.3090139 +49.3093204,http://www.stadtentwicklung.berlin.de/
000192-2011,bg,false,7,3,2,AwardedTo,Arge JVA Großbeeren c/o Schälerbau,,,"Freiheit 10, 13597, Berlin, ГЕРМАНИЯ",Freiheit 10,13597,Berlin,ГЕРМАНИЯ,"",+49.3035187 +49.3035103,+49.3035187 +49.3035399,
000193-2011,bg,false,7,3,1,ContractingAuthority,Commune du Puy en Velay,Gilles Gaillard,service des marchés publics,"direction des services techniques, 1 place du Martouret, boite postale 317, 43011, Le Puy-en-Velay Cedex, ФРАНЦИЯ","direction des services techniques, 1 place du Martouret, boite postale 317",43011,Le Puy-en-Velay Cedex,ФРАНЦИЯ,"marches.publics@mairie-le-puy-en-velay.fr",+33.471043702,+33.471043745,http://achatpublic.com/
000193-2011,bg,false,7,3,2,AwardedTo,Groupement solidaire d'entreprises - Société EGEV (mandataire) - Cegelec Centre Est,,,"zone industrielle de Chassende, 43000, Le Puy en Velay, ФРАНЦИЯ",zone industrielle de Chassende,43000,Le Puy en Velay,ФРАНЦИЯ,"",,,
000194-2011,bg,false,7,8,1,ContractingAuthority,Autoroutes du Sud de la France,,,"9 place de l'Europe, 92851, Rueil-Malmaison, ФРАНЦИЯ",9 place de l'Europe,92851,Rueil-Malmaison,ФРАНЦИЯ,"",,,http://www.asf.fr/
000194-2011,bg,false,7,8,2,AwardedTo,Le Foll TP,,,,,,,ФРАНЦИЯ,"",,,
000195-2011,bg,false,7,3,1,ContractingAuthority,Communauté d'agglomération Portes de France - Thionville,,,"Hôtel de Communauté, Espace Cormontaigne, 4 avenue Gabriel Lippmann, CS 30054, 57972, Yutz, ФРАНЦИЯ","Hôtel de Communauté, Espace Cormontaigne, 4 avenue Gabriel Lippmann, CS 30054",57972,Yutz,ФРАНЦИЯ,"",+33.382523236,+33.382523237,http://www.agglo-thionville.fr/
000195-2011,bg,false,7,3,2,AwardedTo,SARL Pellin & Cie,,,"15 rue Principale, 57420, Coin les Cuvry, ФРАНЦИЯ",15 rue Principale,57420,Coin les Cuvry,ФРАНЦИЯ,"",,,
000195-2011,bg,false,7,3,3,AwardedTo,SARL EGIB,,,"3 rue des Viornes, 57100, Thionville, ФРАНЦИЯ",3 rue des Viornes,57100,Thionville,ФРАНЦИЯ,"",,,
000195-2011,bg,false,7,3,4,AwardedTo,Griselle,,,"107 avenue de Nieppe, 57970, Basse-Ham, ФРАНЦИЯ",107 avenue de Nieppe,57970,Basse-Ham,ФРАНЦИЯ,"",,,
000196-2011,bg,false,7,3,1,ContractingAuthority,Communauté d'agglomération Portes de France - Thionville,,,"hôtel de communauté, espace Cormontaigne, 4 avenue Gabriel Lippmann, CS 30054, 57972, Yutz, ФРАНЦИЯ","hôtel de communauté, espace Cormontaigne, 4 avenue Gabriel Lippmann, CS 30054",57972,Yutz,ФРАНЦИЯ,"",+33.382523236,+33.382523237,http://www.agglo-thionville.fr/
000196-2011,bg,false,7,3,2,AwardedTo,Colas Est SA,,,"68 rue des Garennes, 57155, Marly, ФРАНЦИЯ",68 rue des Garennes,57155,Marly,ФРАНЦИЯ,"",,,
000197-2011,bg,false,7,3,1,ContractingAuthority,Communauté d'agglomération Portes de France - Thionville,,,"hôtel de communauté espace Cormontaigne, 4 avenue Gabriel Lippmann, CS 30054, 57972, Yutz, ФРАНЦИЯ","hôtel de communauté espace Cormontaigne, 4 avenue Gabriel Lippmann, CS 30054",57972,Yutz,ФРАНЦИЯ,"",+33.382523236,+33.382523237,http://www.agglo-thionville.fr/
000197-2011,bg,false,7,3,2,AwardedTo,Sotrae,,,"6 allée du Château de Gassion, 57100, Thionville, ФРАНЦИЯ",6 allée du Château de Gassion,57100,Thionville,ФРАНЦИЯ,"",,,
000198-2011,bg,false,7,8,1,ContractingAuthority,Conseil régional Nord - Pas de Calais,monsieur le président,,"hôtel de région, 151 boulevard Hoover, 59555, Lille Cédex, ФРАНЦИЯ","hôtel de région, 151 boulevard Hoover",59555,Lille Cédex,ФРАНЦИЯ,"",,,
000198-2011,bg,false,7,8,2,AwardedTo,SAS Kosiada SECA Prometal,,,,,62700,Bruay La Buissiere,ФРАНЦИЯ,"",,,
000199-2011,bg,false,7,3,1,ContractingAuthority,Ville de Pau,Mme la députée - maire de Pau,,"hôtel de ville, place Royale, 64000, Pau, ФРАНЦИЯ","hôtel de ville, place Royale",64000,Pau,ФРАНЦИЯ,"",,,
000199-2011,bg,false,7,3,2,AwardedTo,Groupement BSTP / Lyonnaise des Eaux-Sobep,,,"rue Paul Bert, 64000, Pau, ФРАНЦИЯ",rue Paul Bert,64000,Pau,ФРАНЦИЯ,"",,,
000199-2011,bg,false,7,3,3,AwardedTo,Groupement SNATP / Hiriart,,,"2 rue Principale, 64230, Poey de Lescar, ФРАНЦИЯ",2 rue Principale,64230,Poey de Lescar,ФРАНЦИЯ,"",,,
000200-2011,bg,false,7,8,1,ContractingAuthority,Uniwersytet Zielonogórski,Jacek Ziembicki,"Ekosystem Zielona Góra Sp. z o. o., 65-364 Zielona Góra","ul. Licealna 9, 65-417, Zielona Góra, ПОЛША",ul. Licealna 9,65-417,Zielona Góra,ПОЛША,"j.ziembicki@ekosystem.com.pl",+48.684563322,+48.684563338,http://www.uz.zgora.pl/
000200-2011,bg,false,7,8,2,AwardedTo,Skanska S.A.,,,"ul. Gen. Zajączka 9, 01-518, Warszawa, ПОЛША",ul. Gen. Zajączka 9,01-518,Warszawa,ПОЛША,"",+48.225613000,+48.225613001,
000201-2011,bg,false,7,8,1,ContractingAuthority,PKP Polskie Linie Kolejowe S.A.,Joanna Nowicka,,"ul. Targowa 74, 03-734, Warszawa, ПОЛША",ul. Targowa 74,03-734,Warszawa,ПОЛША,"j.nowicka@plk-sa.pl",+48.224732174,+48.224732404,http://www.plk-sa.pl/
000201-2011,bg,false,7,8,2,AwardedTo,"Konsorcjum Firm w składzie: OHL ŽS, a.s. (Lider Konsorcjum), Przedsiębiorstwo TOR-KARSSON Zbigniew Kargul (Partner Konsorcjum)",,,"Burešova 938/17, 660 02, Brno-střed, ЧЕШКА РЕПУБЛИКА",Burešova 938/17,660 02,Brno-střed,ЧЕШКА РЕПУБЛИКА,"",,,
000202-2011,bg,false,7,8,1,ContractingAuthority,Communauté urbaine de Cherbourg,M. le président de la Communauté urbaine de Cherbourg,Joelle Mauger,"10 place Napoléon, BP 808, 50108, Cherbourg-Octeville, ФРАНЦИЯ","10 place Napoléon, BP 808",50108,Cherbourg-Octeville,ФРАНЦИЯ,"marches@cuc-cherbourg.fr",,,http://www.cuc-cherbourg.fr/
000202-2011,bg,false,7,8,2,AwardedTo,SARL MPI,,,"ZI Nantes Atlantique, 44860, Saint Aignan Grandlieu, ФРАНЦИЯ",ZI Nantes Atlantique,44860,Saint Aignan Grandlieu,ФРАНЦИЯ,"",,,
000202-2011,bg,false,7,8,3,AwardedTo,Société Cegelec Ouest,,,"20 rue des Claires, 50120, Equeurdreville, ФРАНЦИЯ",20 rue des Claires,50120,Equeurdreville,ФРАНЦИЯ,"",,,
000202-2011,bg,false,7,8,4,AwardedTo,Entreprise Doublet,,,"67 rue de Lille, 59710, Avelin, ФРАНЦИЯ",67 rue de Lille,59710,Avelin,ФРАНЦИЯ,"",,,
000202-2011,bg,false,7,8,5,AwardedTo,SAS DML,,,"1600 boulevard Charles Cros Zone Objetif's Sud, 14123, IFS, ФРАНЦИЯ",1600 boulevard Charles Cros Zone Objetif's Sud,14123,IFS,ФРАНЦИЯ,"",,,
000203-2011,bg,false,7,3,1,ContractingAuthority,Ville de Nogent sur Marne,M. Rhinn Jérome,,"square d'Estienne d'Orves, 94130, Nogent-sur-Marne, ФРАНЦИЯ",square d'Estienne d'Orves,94130,Nogent-sur-Marne,ФРАНЦИЯ,"marches@ville-nogentsurmarne.fr",,,http://www.achatpublic.com/sdm/ent/gen/index.jsp
000203-2011,bg,false,7,3,2,AwardedTo,Société Briand,,,"600 rue du Maréchal Rollay, 94500, Champigny sur Marne, ФРАНЦИЯ",600 rue du Maréchal Rollay,94500,Champigny sur Marne,ФРАНЦИЯ,"",,,
000203-2011,bg,false,7,3,3,AwardedTo,Société Marques,,,"67 ter avenue de Rigny, 94336, Bry sur Marne, ФРАНЦИЯ",67 ter avenue de Rigny,94336,Bry sur Marne,ФРАНЦИЯ,"",,,
000203-2011,bg,false,7,3,4,AwardedTo,Société AFD,,,"ZA Belle Place, 36400, La Chatre, ФРАНЦИЯ",ZA Belle Place,36400,La Chatre,ФРАНЦИЯ,"",,,
000203-2011,bg,false,7,3,5,AwardedTo,Société Drode,,,"4 rue Parmentier, 93360, Neuilly-Plaisance, ФРАНЦИЯ",4 rue Parmentier,93360,Neuilly-Plaisance,ФРАНЦИЯ,"",,,
000203-2011,bg,false,7,3,6,AwardedTo,Société Macev,,,"3-5 rue des Raverdis, 92230, Gennevilliers, ФРАНЦИЯ",3-5 rue des Raverdis,92230,Gennevilliers,ФРАНЦИЯ,"",,,
000204-2011,bg,false,7,3,1,ContractingAuthority,Cté d'Agglomération de Thionville,,,"espace Cormontaigne CS 30054, 57972, Yutz Cedex, ФРАНЦИЯ",espace Cormontaigne CS 30054,57972,Yutz Cedex,ФРАНЦИЯ,"marches.publics@agglo-thionville.fr",+33.382523236,+33.382523237,http://www.agglo-thionville.fr/
000204-2011,bg,false,7,3,2,AwardedTo,SADE CGTH,,,"23 chemin de la Petite Ile, 57000, Metz, ФРАНЦИЯ",23 chemin de la Petite Ile,57000,Metz,ФРАНЦИЯ,"",,,
000205-2011,bg,false,7,3,1,ContractingAuthority,Communauté d'agglomération de Thionville,Mme Cayrol Sandra,service commande publique,"4 avenue Gabriel Lippmann, CS 30054, 57972, Yutz, ФРАНЦИЯ","4 avenue Gabriel Lippmann, CS 30054",57972,Yutz,ФРАНЦИЯ,"marches.publics@agglo-thionville.fr",+33.382523236,+33.382523237,http://www.agglo-thionville.fr/
000205-2011,bg,false,7,3,2,AwardedTo,Trabet Lorraine,,,"zone des Forges et Aciéries, 57525, Talange, ФРАНЦИЯ",zone des Forges et Aciéries,57525,Talange,ФРАНЦИЯ,"",,,
000205-2011,bg,false,7,3,3,AwardedTo,Trabet Lorraine,,,"zone des Forges et Aciéries, 57525, Talange, ФРАНЦИЯ",zone des Forges et Aciéries,57525,Talange,ФРАНЦИЯ,"",,,
000206-2011,bg,false,7,6,1,ContractingAuthority,Orbit Housing,Ms Lesley Mason,www.orbit-tenders.org.uk,"Garden Court, Harry Weston Way, CV3 2SU, Coventry, ОБЕДИНЕНО КРАЛСТВО","Garden Court, Harry Weston Way",CV3 2SU,Coventry,ОБЕДИНЕНО КРАЛСТВО,"lesley.mason@orbit.org.uk",+44.1603505036,,http://www.orbit-tenders.org.uk/
000206-2011,bg,false,7,6,2,AwardedTo,See Below,,,"Lovell Partnerships Limited, Kent House, 14-17 Market Place, London W1W 8AJ J S Hay Ltd, Chapel Road, Lingwood, Norwich, NR13 4NY Hill Partnerships Ltd, The Power House, Gunpowder Mill, Powdermill Lane, Waltham Abbey, EN9 1BN Rydon Group Ltd, Rydon House, Station Road, Forest Row, East Sussex, RH18 5DW, ОБЕДИНЕНО КРАЛСТВО","Lovell Partnerships Limited, Kent House, 14-17 Market Place, London W1W 8AJ J S Hay Ltd, Chapel Road, Lingwood, Norwich, NR13 4NY Hill Partnerships Ltd, The Power House, Gunpowder Mill, Powdermill Lane, Waltham Abbey, EN9 1BN Rydon Group Ltd, Rydon House, Station Road, Forest Row, East Sussex, RH18 5DW",,,ОБЕДИНЕНО КРАЛСТВО,"",,,
000206-2011,bg,false,7,6,3,AwardedTo,Various - see below,,,"Youngs Homes, Drayton, Norwich, NR8 6AH Lovell Partnerships Limited, Kent House, 14-17 Market Place, London W1W 8AJ Rydon Group Ltd, Rydon House, Station Road, Forest Row, East Sussex, RH18 5DW Hill Partnerships Ltd, The Power House, Gunpowder Mill, Powdermill Lane, Waltham Abbey, EN9 1BN, ОБЕДИНЕНО КРАЛСТВО","Youngs Homes, Drayton, Norwich, NR8 6AH Lovell Partnerships Limited, Kent House, 14-17 Market Place, London W1W 8AJ Rydon Group Ltd, Rydon House, Station Road, Forest Row, East Sussex, RH18 5DW Hill Partnerships Ltd, The Power House, Gunpowder Mill, Powdermill Lane, Waltham Abbey, EN9 1BN",,,ОБЕДИНЕНО КРАЛСТВО,"",,,
000206-2011,bg,false,7,6,4,AwardedTo,Various - see below,,,"William Davis Ltd, Forest Field, Forest Road, Loughborough, Leicestershire, LE11 3NS Wates Construction Ltd, Wates House, Station Approach, Leatherhead, Surrey, KT22 7SW Lovell Partnerships Limited, Kent House, 14-17 Market Place, London W1W 8AJ Mansell Construction Services, Roman House, Grant Road, Croydon, CR9 6BU Leadbitter Group, Denne Court, Hengist Field, Borden, Sittingbourne, Kent ME9 8FH Bullock Construction, Northgate, Aldridge, Walsall, West Midlands, WS9 8TU, ОБЕДИНЕНО КРАЛСТВО","William Davis Ltd, Forest Field, Forest Road, Loughborough, Leicestershire, LE11 3NS Wates Construction Ltd, Wates House, Station Approach, Leatherhead, Surrey, KT22 7SW Lovell Partnerships Limited, Kent House, 14-17 Market Place, London W1W 8AJ Mansell Construction Services, Roman House, Grant Road, Croydon, CR9 6BU Leadbitter Group, Denne Court, Hengist Field, Borden, Sittingbourne, Kent ME9 8FH Bullock Construction, Northgate, Aldridge, Walsall, West Midlands, WS9 8TU",,,ОБЕДИНЕНО КРАЛСТВО,"",,,
000206-2011,bg,false,7,6,5,AwardedTo,Various - see below,,,"William Davis Ltd, Forest Field, Forest Road, Loughborough, Leicestershire, LE11 3NS Wates Construction Ltd, Wates House, Station Approach, Leatherhead, Surrey, KT22 7SW Lovell Partnerships Limited, Kent House, 14-17 Market Place, London W1W 8AJ Mansell Construction Services, Roman House, Grant Road, Croydon, CR9 6BU Leadbitter Group, Denne Court, Hengist Field, Borden, Sittingbourne, Kent ME9 8FH Bullock Construction, Northgate, Aldridge, Walsall, West Midlands, WS9 8TU, ОБЕДИНЕНО КРАЛСТВО","William Davis Ltd, Forest Field, Forest Road, Loughborough, Leicestershire, LE11 3NS Wates Construction Ltd, Wates House, Station Approach, Leatherhead, Surrey, KT22 7SW Lovell Partnerships Limited, Kent House, 14-17 Market Place, London W1W 8AJ Mansell Construction Services, Roman House, Grant Road, Croydon, CR9 6BU Leadbitter Group, Denne Court, Hengist Field, Borden, Sittingbourne, Kent ME9 8FH Bullock Construction, Northgate, Aldridge, Walsall, West Midlands, WS9 8TU",,,ОБЕДИНЕНО КРАЛСТВО,"",,,
000206-2011,bg,false,7,6,6,AwardedTo,Various - see below,,,"Breyer Group plc, Faringdon Avenue, Harold Hill, Romford, Essex, RM3 8ST Hill Partnerships Ltd, The Power House, Gunpowder Mill, Powdermill Lane, Waltham Abbey, EN9 1BN Hilife Construction Co Ltd, 14-16 Station Road West, Oxted,Surrey RH8 9EP Jenner Contractors Ltd, Century House, Park Farm Road, Folkestone, Kent, CT19 5DW Mansell Construction Services, Roman House, Grant Road, Croydon, CR9 6BU Leadbitter Group, Denne Court, Hengist Field, Borden, Sittingbourne, Kent ME9 8FH, ОБЕДИНЕНО КРАЛСТВО","Breyer Group plc, Faringdon Avenue, Harold Hill, Romford, Essex, RM3 8ST Hill Partnerships Ltd, The Power House, Gunpowder Mill, Powdermill Lane, Waltham Abbey, EN9 1BN Hilife Construction Co Ltd, 14-16 Station Road West, Oxted,Surrey RH8 9EP Jenner Contractors Ltd, Century House, Park Farm Road, Folkestone, Kent, CT19 5DW Mansell Construction Services, Roman House, Grant Road, Croydon, CR9 6BU Leadbitter Group, Denne Court, Hengist Field, Borden, Sittingbourne, Kent ME9 8FH",,,ОБЕДИНЕНО КРАЛСТВО,"",,,
000206-2011,bg,false,7,6,7,AwardedTo,Varoius - see below,,,"Jenner Contractors Ltd, Century House, Park Farm Road, Folkestone, Kent, CT19 5DW Mansell Construction Services, Roman House, Grant Road, Croydon, CR9 6BU Leadbitter Group, Denne Court, Hengist Field, Borden, Sittingbourne, Kent ME9 8FH, ОБЕДИНЕНО КРАЛСТВО","Jenner Contractors Ltd, Century House, Park Farm Road, Folkestone, Kent, CT19 5DW Mansell Construction Services, Roman House, Grant Road, Croydon, CR9 6BU Leadbitter Group, Denne Court, Hengist Field, Borden, Sittingbourne, Kent ME9 8FH",,,ОБЕДИНЕНО КРАЛСТВО,"",,,
000207-2011,bg,false,7,3,1,ContractingAuthority,Comune di Grottaglie,Giuseppe Cancelliere,,"via Martiri d'Ungheria, 74023, Grottaglie, ИТАЛИЯ",via Martiri d'Ungheria,74023,Grottaglie,ИТАЛИЯ,"aagg.grottaglie@libero.it",+39.0995620249,+39.0995620274,http://www.comune.grottaglie.ta.it/
000207-2011,bg,false,7,3,2,AwardedTo,ECOM SRL,,,,,74015,Martina Franca,ИТАЛИЯ,"",,,
000207-2011,bg,false,7,3,3,AwardedTo,Giemme Edilizia,,,,,74023,Grottaglie,ИТАЛИЯ,"",,,
000207-2011,bg,false,7,3,4,AwardedTo,Edil Nigro,,,,,74023,Grottaglie,ИТАЛИЯ,"",,,
000207-2011,bg,false,7,3,5,AwardedTo,CR Costruzioni,,,,,,Ceglie,ИТАЛИЯ,"",,,
000208-2011,bg,false,7,3,1,ContractingAuthority,Provincia di Potenza,dr.ssa Valentina del Grosso,,"piazza Mario Pagano, 85100, Potenza, ИТАЛИЯ",piazza Mario Pagano,85100,Potenza,ИТАЛИЯ,"valentina.del_grosso@provinciapotenza.it",+39.0971417253,+39.0971417253,http://www.provincia.potenza.it/
